index,content,token
2992,It's 100%.,10
2993,Dean Lister.,12
2994,100%.,5
2995,"And the statement that he made to John Danaheer has become world famous, because Danaheer set it on my podcast.",111
2996,"He said, Dean Lister said to him, why would you ignore 50% of the human body?",77
2997,"And Danaheer being the fucking genius that he is, was like, why would you enjoy it?",83
2998,Yeah.,5
2999,Why would you?,14
3000,"Most of the, like, you know, all these new things that are coming out now, right?",81
3001,Yeah.,5
3002,"You know, you see Gordon Ryan just insane.",42
3003,All these guys that are really attacking legs now.,50
3004,"And by the way, just like Dean, Gordon's not only good at attacking legs.",73
3005,He's good at everything.,24
3006,"But I was asking Dean, because I watched, you know, Dean's done all these moves to me for years, you know?",106
3007,"And just over and over again, right?",36
3008,This is what we do.,19
3009,This is what we've been doing.,30
3010,"We've been doing it since he won ADCC when, when Eddie beat, well, they're when Dean won, when he beat Kakaraco in the finals with what they now call 50-50, which he and I called Kakaraco.",188
3011,"After that, we called that Kakaraco.",36
3012,"No one started doing it for another many, many, probably 10 years regularly.",76
3013,"I was there there, yeah.",24
3014,"Oh, yeah.",9
3015,And I wasn't there that year.,29
3016,"I was, I was there when Eddie won in San Diego.",47
3017,"We were all, I competed in San Diego, Dean competed in San Diego and Eddie competed in San Diego for the trials.",112
3018,I was there for that too.,25
3019,Eddie won.,10
3020,Yeah.,5
3021,Dean won.,9
3022,I lost two big country Roy Nelson.,34
3023,"Oh, wow.",8
3024,"Yeah, yeah.",11
3025,And I did because I wasn't very tactically smart.,49
3026,"I scrambled to position and I tried to get a, I, as a matter of fact, I got a crucifix, because that was kind of one of my go-to moves, get a crucifix and I get a choke from there.",180
3027,"When I should have taken the back and gotten points, and I didn't, and Roy Nelson, who is a great guy and he's a total stud, he, I got the crucifix position and he like powered out of bounds.",191
3028,"And so then, and he beat me because he's a much better wrestler than me.",72
3029,And I'll smash your jutsu too.,30
3030,"Anyways, when he won that, like we were doing this stuff.",57
3031,"So anyways, right, like probably six months ago, or three months ago, I was asking, Dean, I said, hey, Dean, are you starting to see things that you didn't know?",161
3032,"When you're watching, because he watches, you know what I said, are you starting to see jutsu things that you didn't know?",122
3033,"Like, footlock stuff.",21
3034,"And he's like, yeah, about three or four months ago, I started seeing some things that I didn't think of.",105
3035,"So that's how long it took people to get to and then start to develop their own stuff, which is pretty crazy.",109
3036,"Well, it's fascinating that once the game moved into this sort of leglock heavy style that so many guys like Craig Jones and Gordon Ryan and this, you know, Gary Tonin, there's so many of those guys that you're seeing this game getting tighter and tighter with leg locks.",271
3037,Yeah.,5
3038,And John Donnerer examines everything too.,42
3039,Because Donnerer's body is broken.,34
3040,He can't really compete anymore.,32
3041,"I mean, he has an artificial hip.",33
3042,He's got an artificial knee.,28
3043,His body's really fucked up.,28
3044,And his other knee is really unstable.,38
3045,"So he can roll, but he can only roll very controlled with guys who understand his physical limitations and then you can see how he understands positions.",153
3046,You can get a lot out of rolling with him.,42
3047,There's a great video actually of Gordon Ryan rolling with John Donnerer.,73
3048,And obviously they're not using strength.,41
3049,They're just flow rolling.,26
3050,But you see how tactical he is and how ahead of every position he is and how his deep understanding of it.,106
3051,And part of it is because he's teaching these guys and he's teaching them from a position where he can't really do it himself.,126
3052,"He can do it, he can't compete.",31
3053,He can't roll.,14
3054,"Right, right.",13
3055,But he has the mind for it.,27
3056,So he's seeing it from the outside.,35
3057,And he's also this fucking really genius human being.,53
3058,So he's able to break this down and then he has this core group of bad asses that understand what a great pleasure it is to have this genius teach you.,151
3059,"I mean, it's not a coincidence that that whole Hanzo Gracie team has become one of the biggest threats.",103
3060,Like that whole team has filled with fucking murderers.,55
3061,"Yeah, and they're just to again emphasize the point is leg locks are a part of the game.",88
3062,And there was a time period where people thought that leg locks would change the game completely.,97
3063,"And at a certain point, the defenses for the leg locks become known.",68
3064,And all of a sudden you have to go back to the other parts of Jiu-Jitsu.,72
3065,"And that's why you see guys like Tonin, right?",46
3066,"He doesn't always win with heel hooks, but you have to address them or you will lose.",85
3067,"And yeah, those guys, it's really cool to see those guys coming up.",67
3068,"I mean, I should not know why I'm kind of saying it coming up like I'm like there.",82
3069,"But I'm watching this development come, which I was at kind of ground zero with Dean Lister.",92
3070,"And the crazy thing is Dean Lister, he has like a crazy, so-vont mind where I would create one thing for every, whatever, for every 20 things that Dean created.",160
3071,"It's probably like Eddie, and I don't know Eddie as well as you do, but just the creative part of his brain is what the most powerful thing was.",144
3072,"And then once people saw it, they're like, okay, now we can build upon this.",76
3073,"Yeah, for Eddie, it's 100% the creative part of his brain.",58
3074,"Also the fact that when I met Eddie, he hated lifting weights, he wouldn't lift weights.",88
3075,Because I would try to get him to lift weights.,47
3076,"Like, come on, let's lift weights.",34
3077,"I'm gonna fuck him, lift his shit, you can go lift weights.",59
3078,"So he was this little tiny guy and he had to rely on technique, so he had to rely on trickery.",94
3079,"Plus he was a musician, right?",30
3080,"So he's always this creative guy, and he smoked a lot of weed too.",66
3081,So he was always thinking about things outside the box.,55
3082,And he's also this guy that doesn't like people telling him he's wrong.,71
3083,"So like, you can't do it that way, he's like, oh really?",56
3084,Let's see if I can.,19
3085,And then he would find a way to do it.,38
3086,And he just developed all these weird entries into things and these weird setups that people didn't see coming.,111
3087,"And once he sort of improved upon these and then started expanding upon them and then developing that whole 10th planet system, I mean, really, it's insanely creative system that's just developed based on his ability to just think outside the box.",247
3088,I had Jeff Glover at my training and my dream for a long time.,62
3089,I'm teaching another one.,25
3090,"He's the same thing where he's small, he's crazy flexible, he smokes a lot of weed.",83
3091,"And like he would just do wild things, wild things.",51
3092,"I was at, I was at, actually at ADCC.",37
3093,And I was with my son was probably like nine or something.,58
3094,"And we're there watching, and Jeff Glover's about to compete.",61
3095,This was before I really was friends with Jeff.,47
3096,What was he doing at Donkey Guard thing back then?,50
3097,He was doing everything.,24
3098,"He, the Donkey Guard hadn't become super popular, but he was kind of in the beginning stages of it.",99
3099,So I'm sitting there next to my son and we're at ADCC.,54
3100,So it's a small thing.,22
3101,"And I go, and I said to my son, I go, watch this guy that's about to come out.",78
3102,He's crazy.,11
3103,"And Glover comes out and he like just, he falls on his back, flips inverted guard and starts like just going insane, just doing insane things.",142
3104,"And you know, the rest of the matches are two guys, you know, playing paddy cakes and looking for the takedown.",111
3105,"Glover comes out, falls down, freaking, just doing all kinds of wild stuff.",75
3106,"And then summits the dude in 30s, 38 seconds.",45
3107,"And my son looks at me and he goes, he goes, I thought you meant like crazy.",76
3108,"And he goes, I didn't know you meant crazy.",43
3109,"And I go, yes.",14
3110,He thought you meant like brutish.,34
3111,"Yes, brutish, crazy.",20
3112,You didn't think I meant.,25
3113,Which is weirdly crazy.,23
3114,What that weird creative thing is.,34
3115,"Yeah, that's one of the best things about learning Jiu Jitsu from a small person.",81
3116,"Like those small guys, they figure out how to get around things.",64
3117,"I mean, there's been a bunch of, you know, hoiler graces, a great example of it too.",84
3118,Eddie Glover.,13
3119,"Yeah, that's why I'm never a good, that's why I'm a bad person to introduce people to Jiu Jitsu.",96
3120,Right.,6
3121,"Because they just think, oh yeah, of course you're a gorilla.",61
3122,"You know, you outweigh me by 40 or 50 pounds.",45
3123,Yeah.,5
3124,I always have Jeff Glover on standby at my gym.,47
3125,"Be like, oh, you don't, oh yeah.",32
3126,"Okay, go train with that guy over there.",40
3127,See what happens.,17
3128,"And when Jeff goes against a big strong guy, he's gonna get some.",65
3129,"Yeah, they've really get so disappointed themselves.",52
3130,It's so sad.,12
3131,"He said, he said, the easiest people for him to roll with were big muscular guys.",81
3132,Really?,7
3133,"He said, the easiest people for him to roll with are big muscular guys.",71
3134,Like big muscular guys.,23
3135,"He says, I love roll with them.",31
3136,They're so easy.,16
3137,That's so crazy because most people get injured.,48
